,v,vw,o,c,h,l,t,n
403,38408871.0,544.7822,543.69,545.51,546.24,543.03,1719374400000,336258
404,34948595.0,545.7994,545.37,546.37,546.96,544.61,1719460800000,318138
405,74580583.0,545.9113,547.16,544.22,550.28,542.95,1719547200000,493007
406,39768188.0,544.7923,545.63,545.34,545.88,542.52,1719806400000,370676
407,40387980.0,546.8563,543.7,549.01,549.01,543.65,1719892800000,326756
408,32745296.0,550.2976,548.69,551.46,551.83,548.65,1719979200000,253834
409,40482332.0,553.5662,551.77,554.64,555.05,551.12,1720152000000,339615
410,35042786.0,555.1683,555.44,555.28,556.2501,554.19,1720411200000,315477
411,27267633.0,556.1021,556.26,555.82,557.18,555.52,1720497600000,298706
412,38356194.0,559.4119,557.07,561.32,561.67,556.77,1720584000000,339726
413,52706585.0,558.1243,561.44,556.48,562.33,555.83,1720670400000,458800
414,52036648.0,560.412,557.63,559.99,563.67,557.15,1720756800000,418464
415,39747529.0,561.91,562.03,561.53,564.8371,559.63,1721016000000,398068
416,36395318.0,563.637,562.865,564.86,565.16,562.1,1721102400000,354159
417,56363332.0,558.5744,558.8,556.94,560.51,556.61,1721188800000,472509
418,56212063.0,554.2513,558.51,552.66,559.52,550.43,1721275200000,510014
419,64684164.0,550.3333,552.42,548.99,554.08,547.91,1721361600000,446094
420,43079133.0,553.541,553.0,554.65,555.27,551.02,1721620800000,419634
421,34305474.0,554.7756,554.54,553.78,556.735,553.275,1721707200000,308675
422,74471646.0,544.6563,548.86,541.23,549.17,540.29,1721793600000,537914
423,61109252.0,541.5241,541.35,538.41,547.455,537.45,1721880000000,555710
424,53395294.0,543.8436,542.28,544.44,547.19,541.49,1721966400000,458193
425,38782837.0,545.1644,546.02,544.76,547.05,542.72,1722225600000,364425
426,46698790.0,542.4858,546.26,542.0,547.34,538.515,1722312000000,428528
427,65493213.0,549.7522,548.98,550.81,553.5,547.5799,1722398400000,499817
428,75433227.0,544.9943,552.57,543.01,554.8688,539.43,1722484800000,658113
429,82782352.0,532.2754,535.75,532.9,536.99,528.6,1722571200000,746096
430,146018265.0,518.2056,511.64,517.38,523.58,510.27,1722830400000,1274890
431,84436699.0,523.6734,519.22,522.15,529.75,517.87,1722916800000,731351
432,70486085.0,523.595,528.47,518.66,531.59,518.0519,1723003200000,644151
433,63269260.0,527.8544,523.91,530.65,531.29,521.84,1723089600000,570736
434,45425963.0,531.723,529.81,532.99,534.51,528.56,1723176000000,459810
435,42533175.0,533.2281,534.21,533.27,535.73,530.95,1723435200000,437512
436,50110167.0,539.117,536.53,542.04,542.28,536.28,1723521600000,422219
437,42362522.0,543.0537,542.85,543.75,544.96,540.12,1723608000000,389691
438,60762738.0,551.1813,549.5,553.07,553.36,548.88,1723694400000,480221
439,44368969.0,553.4592,551.42,554.31,555.02,551.26,1723780800000,328814
440,38648958.0,557.2539,554.73,559.61,559.61,553.86,1724040000000,365303
441,33693989.0,558.9325,559.15,558.7,560.84,557.325,1724126400000,335455
442,41486103.0,560.1363,559.77,560.62,562.11,557.99,1724212800000,357425
443,55852753.0,558.008,562.56,556.22,563.18,554.98,1724299200000,438314
444,49663754.0,560.7519,559.53,562.13,563.09,557.29,1724385600000,479167
445,35144494.0,561.1849,563.18,560.79,563.91,559.05,1724644800000,374780
446,32029663.0,560.9821,559.49,561.56,562.06,558.32,1724731200000,306100
447,40558700.0,558.4325,561.21,558.3,561.65,555.04,1724817600000,389471
448,38658614.0,560.1559,560.31,558.35,563.68,557.18,1724904000000,400439
449,61635914.0,561.5415,560.77,563.68,564.2,557.14,1724990400000,430105
450,60572158.0,555.1783,560.47,552.08,560.81,549.51,1725336000000,592599
451,47187878.0,551.5115,550.2,550.95,554.43,549.46,1725422400000,510871
452,44221714.0,549.8455,550.89,549.61,553.7995,547.1,1725508800000,501670
453,68474879.0,542.7726,549.94,540.36,551.6,539.44,1725595200000,673249
454,40320265.0,545.1575,544.65,546.41,547.71,542.68,1725854400000,458640
455,36362274.0,547.18,548.36,548.79,549.15,543.38,1725940800000,410770
456,75188663.0,548.672,548.7,554.42,555.36,539.96,1726027200000,646250
457,51859135.0,556.9473,555.01,559.09,559.4,552.74,1726113600000,478018
458,39302797.0,561.5296,559.71,562.01,563.03,559.45,1726200000000,400745
459,36162873.0,561.8383,561.74,562.84,563.11,559.9,1726459200000,360830
460,49174813.0,563.4791,565.1,563.07,566.58,560.795,1726545600000,443169
461,59038884.0,563.5236,563.74,561.4,568.69,560.83,1726632000000,621392
462,74787929.0,569.635,571.01,570.98,572.88,568.08,1726718400000,548392
463,76511430.0,567.7237,567.84,568.25,569.31,565.17,1726804800000,471457
464,43858373.0,569.3244,569.34,569.67,570.3325,568.1,1727064000000,367481
465,46489998.0,570.2516,570.48,571.3,571.36,567.6,1727150400000,385269
466,38202261.0,570.4047,571.14,570.04,571.89,568.91,1727236800000,378539
467,48272986.0,572.0414,574.38,572.3,574.71,569.9,1727323200000,403342
468,41979765.0,572.221,573.39,571.47,574.22,570.42,1727409600000,375868
469,62335196.0,572.0596,570.42,573.76,574.38,568.08,1727668800000,483205
470,72618145.0,568.8822,573.4,568.62,574.0622,566.0,1727755200000,689271
471,36954096.0,568.4557,567.71,568.86,569.9,565.27,1727841600000,382896
472,40222890.0,567.3844,567.36,567.82,569.8025,565.49,1727928000000,414425
473,42988748.0,571.0545,572.35,572.98,573.36,568.1,1728014400000,438787
474,49940658.0,569.2952,571.3,567.8,571.9599,566.63,1728273600000,457713
475,37343183.0,571.7289,570.42,573.17,573.78,569.5299,1728360000000,368095
476,37878456.0,575.8549,573.16,577.14,577.71,572.55,1728446400000,380788
477,44020938.0,575.9905,575.77,576.13,577.58,574.49,1728532800000,384793
478,42223198.0,578.9184,576.05,579.58,580.33,575.91,1728619200000,369978
479,36194866.0,583.1552,581.22,584.32,585.27,580.73,1728878400000,346474
480,54177417.0,581.4794,584.59,579.78,584.9,578.545,1728964800000,450432
481,30710995.0,581.1765,579.78,582.3,582.83,578.96,1729051200000,327307
482,34342753.0,583.3782,585.91,582.35,586.12,582.16,1729137600000,350461
483,37412809.0,584.2436,584.07,584.59,585.39,582.58,1729224000000,312693
484,35957860.0,582.9957,583.85,583.63,584.85,580.6001,1729483200000,386007
485,34146549.0,582.7255,581.05,583.32,584.5,580.38,1729569600000,333518
486,49278112.0,578.5521,581.26,577.99,581.7086,574.415,1729656000000,470971
487,34897444.0,578.9881,579.98,579.24,580.06,576.57,1729742400000,363426
488,46940935.0,580.6596,581.51,579.04,584.46,578.08,1729828800000,413605
489,29654704.0,581.3168,582.58,580.83,582.71,580.52,1730088000000,365410
490,41940377.0,581.2817,579.85,581.77,582.907,578.43,1730174400000,373268
491,40574283.0,580.9837,581.29,580.01,583.32,579.29,1730260800000,389120
492,59909578.0,571.5494,575.56,568.64,575.63,568.44,1730347200000,577892
493,44828457.0,572.3696,571.32,571.04,575.55,570.62,1730433600000,464557
494,34968183.0,570.3447,571.18,569.81,572.5,567.89,1730696400000,394235
495,39143366.0,574.6213,570.74,576.7,576.74,570.52,1730782800000,378245
496,66899640.0,588.596,589.2,591.04,591.93,585.39,1730869200000,666083
497,46301414.0,594.6587,593.08,595.61,596.65,592.9999,1730955600000,427524
498,46013576.0,597.6816,596.17,598.19,599.64,596.165,1731042000000,406419
499,37384211.0,598.6847,599.81,598.76,600.17,597.0,1731301200000,371832
500,42815840.0,597.2343,598.68,596.9,599.29,594.37,1731387600000,378129
501,46771835.0,597.4067,597.37,597.19,599.23,594.96,1731474000000,399937
