,v,vw,o,c,h,l,t,n
0,1998.0,440.891,440.5,440.96,440.97,440.5,1699952400000,54
1,1783.0,440.9017,440.93,440.89,440.93,440.89,1699952460000,15
2,1363.0,440.928,440.93,440.91,440.94,440.91,1699952520000,24
3,950.0,440.9555,440.96,440.95,440.96,440.95,1699952640000,11
4,2217.0,440.9815,441.02,441.01,441.02,440.94,1699952700000,26
5,1225.0,440.9947,440.93,441.02,441.02,440.93,1699952760000,17
6,4310.0,441.0204,440.99,441.04,441.06,440.99,1699952820000,69
7,1737.0,441.0129,441.03,441.01,441.03,440.99,1699952880000,18
8,1997.0,441.1008,441.09,441.11,441.11,441.09,1699952940000,25
9,2791.0,441.1579,441.16,441.18,441.18,441.12,1699953000000,48
10,2747.0,441.1842,441.2,441.22,441.22,441.13,1699953060000,32
11,3912.0,441.1811,441.16,441.19,441.24,441.14,1699953120000,61
12,500.0,441.258,441.25,441.27,441.27,441.25,1699953180000,7
13,1275.0,441.2133,441.19,441.23,441.23,441.19,1699953240000,21
14,3353.0,441.2535,441.23,441.28,441.29,441.23,1699953300000,45
15,2181.0,441.2679,441.25,441.3,441.3,441.25,1699953360000,27
16,1745.0,441.2716,441.26,441.26,441.3,441.26,1699953420000,54
17,1521.0,441.3115,441.33,441.32,441.33,441.27,1699953480000,27
18,1016.0,441.3128,441.29,441.36,441.36,441.29,1699953540000,27
19,1194.0,441.3287,441.36,441.32,441.36,441.28,1699953600000,29
20,1227.0,441.3085,441.28,441.36,441.36,441.28,1699953660000,18
21,2262.0,441.3646,441.39,441.32,441.39,441.32,1699953720000,44
22,1364.0,441.297,441.32,441.29,441.32,441.25,1699953780000,20
23,530.0,441.2291,441.23,441.23,441.23,441.23,1699953840000,15
24,1172.0,441.2141,441.26,441.19,441.26,441.19,1699953900000,21
25,1885.0,441.1759,441.2,441.2,441.2,441.14,1699953960000,28
26,3093.0,441.21,441.15,441.24,441.24,441.15,1699954020000,28
27,2190.0,441.1713,441.2,441.21,441.21,441.15,1699954080000,37
28,1752.0,441.2175,441.17,441.27,441.27,441.17,1699954140000,27
29,1820.0,441.1625,441.19,441.15,441.19,441.09,1699954200000,27
30,2279.0,441.1424,441.12,441.1,441.17,441.1,1699954260000,34
31,331.0,441.0904,441.09,441.09,441.09,441.09,1699954320000,10
32,2763.0,441.0933,441.14,441.05,441.14,441.05,1699954380000,48
33,725.0,441.08,441.08,441.08,441.08,441.08,1699954440000,11
34,1317.0,441.0269,441.02,441.05,441.05,441.02,1699954500000,22
35,369.0,441.0308,441.02,441.03,441.03,441.02,1699954560000,6
36,2386.0,440.9824,440.97,440.99,440.99,440.97,1699954620000,17
37,411.0,441.1554,441.2,441.11,441.2,441.11,1699954680000,7
38,206.0,441.1,441.1,441.1,441.1,441.1,1699954740000,3
39,332.0,441.062,441.08,441.08,441.08,441.08,1699955160000,20
40,439.0,441.2382,441.24,441.24,441.24,441.24,1699955520000,10
41,383.0,441.1119,441.13,441.13,441.13,441.13,1699955760000,17
42,386.0,441.0882,441.11,441.08,441.11,441.08,1699955820000,13
43,1212.0,441.198,441.2,441.21,441.21,441.2,1699956000000,26
44,314.0,441.0598,441.04,441.04,441.04,441.04,1699956120000,22
45,443.0,440.9811,441.0,441.0,441.0,441.0,1699956480000,19
46,4904.0,440.9506,440.98,440.95,440.98,440.95,1699956660000,14
47,503.0,441.0398,441.04,441.04,441.04,441.04,1699956900000,4
48,271.0,441.0775,441.08,441.08,441.08,441.08,1699957140000,7
49,321.0,441.1594,441.16,441.16,441.16,441.16,1699957260000,4
50,203.0,441.18,441.18,441.18,441.18,441.18,1699957320000,2
51,1000.0,441.209,441.2,441.22,441.22,441.2,1699957380000,4
52,3711.0,441.2875,441.28,441.29,441.29,441.28,1699957500000,18
53,1610.0,441.29,441.29,441.29,441.29,441.29,1699957560000,6
54,342.0,441.3031,441.29,441.29,441.29,441.29,1699957620000,10
55,245.0,441.2906,441.29,441.29,441.29,441.29,1699957800000,19
56,346.0,441.1957,441.18,441.18,441.18,441.18,1699957920000,15
57,222.0,441.0812,441.06,441.06,441.06,441.06,1699957980000,9
58,202.0,441.07,441.07,441.07,441.07,441.07,1699958040000,3
59,575.0,441.0519,441.05,441.05,441.05,441.05,1699958100000,4
60,431.0,441.0105,441.0,441.02,441.02,441.0,1699958340000,5
61,2852.0,441.0004,441.0,441.0,441.0,441.0,1699958460000,6
62,1702.0,441.0,441.0,441.0,441.0,441.0,1699958520000,3
63,656.0,440.7163,440.73,440.73,440.73,440.73,1699958760000,6
64,100.0,440.7,440.7,440.7,440.7,440.7,1699958820000,1
65,730.0,440.7215,440.73,440.7,440.73,440.7,1699958880000,9
66,257.0,440.6102,440.58,440.63,440.63,440.58,1699959120000,4
67,220.0,440.6518,440.63,440.67,440.67,440.63,1699959180000,2
68,505.0,440.72,440.72,440.72,440.72,440.72,1699959420000,3
69,182.0,440.6635,440.66,440.66,440.66,440.66,1699959540000,6
70,135.0,440.7293,440.73,440.73,440.73,440.73,1699959600000,3
71,1138.0,440.7488,440.75,440.75,440.75,440.75,1699959720000,7
72,429.0,440.5159,440.51,440.54,440.54,440.5,1699959900000,10
73,106.0,440.5783,440.58,440.58,440.58,440.58,1699959960000,3
74,128.0,440.4983,440.49,440.49,440.49,440.49,1699960020000,8
75,267.0,440.3631,440.34,440.34,440.34,440.34,1699960080000,14
76,140.0,440.3729,440.37,440.37,440.37,440.37,1699960140000,2
77,401.0,440.4,440.4,440.4,440.4,440.4,1699960200000,2
78,848.0,440.4953,440.5,440.49,440.5,440.49,1699960320000,11
79,603.0,440.4083,440.41,440.4,440.41,440.4,1699960380000,4
80,101.0,440.5003,440.5,440.5,440.5,440.5,1699960740000,2
81,8708.0,440.52,440.52,440.52,440.52,440.52,1699961160000,20
82,16408.0,440.5,440.5,440.5,440.5,440.5,1699961220000,27
83,12514.0,440.4501,440.45,440.45,440.45,440.45,1699961340000,42
84,1725.0,440.4291,440.43,440.43,440.43,440.43,1699961460000,17
85,11279.0,440.4535,440.43,440.47,440.47,440.43,1699961520000,52
86,25068.0,440.52,440.52,440.52,440.52,440.52,1699961580000,69
87,122.0,440.5564,440.56,440.56,440.56,440.56,1699961700000,3
88,1152.0,440.6211,440.63,440.63,440.63,440.63,1699961820000,18
89,1406.0,440.4649,440.46,440.46,440.46,440.46,1699962060000,26
90,427.0,440.4803,440.48,440.48,440.48,440.48,1699962120000,22
91,210.0,440.5495,440.55,440.55,440.55,440.55,1699962300000,2
92,576.0,440.5034,440.5,440.5,440.5,440.5,1699962420000,9
93,279.0,440.4892,440.5,440.5,440.5,440.5,1699962600000,13
94,1009.0,440.6274,440.63,440.63,440.63,440.63,1699962720000,13
95,235.0,440.654,440.67,440.67,440.67,440.67,1699962960000,10
96,570.0,440.7205,440.71,440.72,440.73,440.71,1699963020000,11
97,143.0,440.7389,440.75,440.75,440.75,440.75,1699963080000,5
98,702.0,440.7082,440.68,440.71,440.72,440.68,1699963200000,18
99,347.0,440.7472,440.75,440.75,440.75,440.75,1699963260000,10
100,362.0,440.6995,440.7,440.7,440.7,440.7,1699963440000,7
101,1441.0,440.6806,440.68,440.7,440.7,440.64,1699963500000,26
102,383.0,440.7376,440.75,440.72,440.75,440.72,1699963560000,6
103,1014.0,440.6934,440.7,440.68,440.7,440.68,1699963680000,19
104,1576.0,440.6362,440.59,440.68,440.68,440.59,1699963740000,21
105,503.0,440.6369,440.6,440.66,440.66,440.6,1699963860000,17
106,672.0,440.6213,440.62,440.62,440.62,440.62,1699963980000,5
107,1071.0,440.6659,440.65,440.68,440.69,440.65,1699964040000,9
108,5377.0,440.6956,440.68,440.64,440.72,440.64,1699964100000,27
109,2242.0,440.6391,440.64,440.65,440.65,440.63,1699964160000,26
110,507.0,440.6882,440.69,440.69,440.69,440.69,1699964220000,14
111,419.0,440.6544,440.65,440.65,440.65,440.65,1699964340000,11
112,491.0,440.5889,440.61,440.61,440.61,440.61,1699964400000,25
113,1068.0,440.5124,440.57,440.5,440.57,440.5,1699964460000,20
114,301.0,440.5549,440.56,440.56,440.56,440.56,1699964580000,10
115,1863.0,440.5206,440.52,440.52,440.52,440.52,1699964640000,8
116,953.0,440.4995,440.5,440.5,440.5,440.5,1699964700000,19
117,962.0,440.4845,440.51,440.461,440.51,440.46,1699964760000,12
118,1235.0,440.4965,440.52,440.47,440.52,440.47,1699964820000,14
119,1150.0,440.5752,440.57,440.57,440.58,440.57,1699964940000,18
120,156.0,440.4738,440.47,440.47,440.47,440.47,1699965060000,6
121,9131.0,440.4606,440.47,440.49,440.49,440.43,1699965120000,56
122,675.0,440.5081,440.48,440.55,440.55,440.48,1699965240000,13
123,384.0,440.5101,440.54,440.5,440.54,440.5,1699965300000,10
124,3143.0,440.5717,440.49,440.59,440.59,440.49,1699965360000,12
125,356.0,440.5983,440.6,440.6,440.6,440.6,1699965420000,8
126,3701.0,440.5762,440.6,440.58,440.6,440.57,1699965540000,23
127,2005.0,440.5363,440.54,440.5,440.58,440.5,1699965600000,20
128,8274.0,440.4264,440.45,440.41,440.48,440.4,1699965660000,41
129,2862.0,440.373,440.41,440.38,440.41,440.36,1699965720000,28
130,1599.0,440.3766,440.37,440.38,440.38,440.37,1699965780000,14
131,6847.0,440.367,440.39,440.37,440.39,440.34,1699965840000,37
132,978.0,440.3493,440.36,440.34,440.36,440.34,1699965900000,15
133,931.0,440.3751,440.38,440.38,440.38,440.35,1699965960000,9
134,1388.0,440.3541,440.37,440.33,440.37,440.33,1699966020000,14
135,2094.0,440.2452,440.25,440.23,440.25,440.23,1699966080000,39
136,1625.0,440.2353,440.23,440.24,440.24,440.23,1699966140000,25
137,665.0,440.2802,440.28,440.27,440.28,440.27,1699966200000,20
138,512.0,440.3168,440.33,440.34,440.34,440.33,1699966260000,24
139,1033.0,440.3377,440.35,440.32,440.35,440.32,1699966320000,10
140,453.0,440.3764,440.4,440.38,440.4,440.38,1699966380000,11
141,1066.0,440.378,440.39,440.37,440.4,440.37,1699966440000,18
142,381.0,440.348,440.36,440.36,440.36,440.36,1699966500000,17
143,6184.0,440.4181,440.38,440.44,440.44,440.38,1699966560000,35
144,4392.0,440.5008,440.5,440.5,440.51,440.5,1699966620000,26
145,1483.0,440.5403,440.54,440.55,440.55,440.53,1699966680000,28
146,674.0,440.618,440.61,440.61,440.61,440.61,1699966740000,23
147,19871.0,440.6582,440.7003,440.6981,441.2196,440.2893,1699966800000,409
148,10871.0,440.7167,440.42,440.89,440.89,440.35,1699966860000,293
149,4124.0,440.6964,440.79,440.8,440.82,440.5,1699966920000,118
150,2076.0,440.6986,440.75,440.68,440.75,440.68,1699966980000,42
151,814.0,440.62,440.6,440.6395,440.6395,440.6,1699967040000,16
152,3612.0,440.542,440.6,440.52,440.6,440.52,1699967100000,36
153,2235.0,440.5075,440.52,440.48,440.52,440.48,1699967160000,45
154,3590.0,440.5467,440.54,440.6,440.6,440.54,1699967220000,33
155,2467.0,440.7178,440.72,440.72,440.72,440.7,1699967340000,23
156,12812.0,440.7812,440.73,440.77,440.83,440.73,1699967400000,73
157,1854.0,440.7556,440.77,440.75,440.77,440.75,1699967460000,40
158,1382.0,440.7822,440.75,440.79,440.8,440.75,1699967520000,32
159,5057.0,440.7922,440.77,440.75,440.8,440.75,1699967580000,39
160,1959.0,440.7061,440.72,440.7,440.74,440.7,1699967640000,23
161,1306.0,440.7645,440.75,440.79,440.79,440.73,1699967700000,28
162,5426.0,440.8187,440.81,440.79,440.83,440.79,1699967760000,36
163,1401.0,440.8876,440.83,440.91,440.92,440.83,1699967820000,38
164,2171.0,440.9159,440.9,440.89,440.94,440.89,1699967880000,24
165,6581.0,440.9334,440.92,440.88,440.95,440.88,1699967940000,45
166,1063.0,440.9245,440.85,440.95,440.95,440.85,1699968000000,33
167,1705.0,440.9375,440.91,440.93,440.95,440.91,1699968060000,38
168,2130.0,440.8689,440.9,440.85,440.9,440.85,1699968120000,34
169,2215.0,440.8888,440.85,440.91,440.97,440.85,1699968180000,32
170,2057.0,440.8746,440.89,440.82,440.89,440.82,1699968240000,17
171,13370.0,440.8267,440.84,440.84,440.87,440.79,1699968300000,65
172,25550.0,440.7718,440.76,440.75,440.7981,440.75,1699968360000,102
173,2789.0,440.7848,440.77,440.82,440.82,440.73,1699968420000,43
174,9536.0,440.7609,440.82,440.73,440.83,440.7,1699968480000,51
175,18213.0,440.808,440.75,440.67,440.91,440.67,1699968540000,193
176,735587.0,443.5731,440.66,444.35,444.43,439.92,1699968600000,3107
177,296807.0,445.2048,444.29,445.71,445.95,444.28,1699968660000,1404
178,230862.0,445.8854,445.73,445.51,446.31,445.43,1699968720000,1067
179,294451.0,445.4552,445.46,445.44,445.68,445.28,1699968780000,827
180,154555.0,445.2502,445.49,445.18,445.61,445.03,1699968840000,610
181,81336.0,445.2036,445.19,445.11,445.34,445.08,1699968900000,446
182,79367.0,445.2734,445.12,445.25,445.39,445.12,1699968960000,382
183,47455.0,445.2098,445.24,445.21,445.37,445.1,1699969020000,271
184,63466.0,445.208,445.26,445.15,445.3,445.14,1699969080000,281
185,46115.0,445.2981,445.22,445.39,445.46,445.2,1699969140000,251
186,39633.0,445.4435,445.37,445.63,445.65,445.34,1699969200000,232
187,39529.0,445.6182,445.6,445.68,445.71,445.5,1699969260000,211
188,36649.0,445.6569,445.696,445.59,445.81,445.52,1699969320000,218
189,81530.0,445.6125,445.62,445.58,445.69,445.55,1699969380000,274
190,17453.0,445.5365,445.6,445.59,445.64,445.38,1699969440000,187
191,30700.0,445.6686,445.65,445.59,445.72,445.55,1699969500000,204
192,23138.0,445.5921,445.6,445.66,445.71,445.44,1699969560000,195
193,14793.0,445.6856,445.68,445.65,445.8,445.6203,1699969620000,143
194,16255.0,445.7294,445.7,445.78,445.8,445.68,1699969680000,169
195,44312.0,445.825,445.7794,445.93,445.96,445.72,1699969740000,298
196,48834.0,445.8239,445.97,445.94,445.97,445.72,1699969800000,308
197,85737.0,446.0049,445.92,446.15,446.15,445.91,1699969860000,475
198,43514.0,446.1756,446.1,446.28,446.28,446.02,1699969920000,245
199,194302.0,446.4944,446.27,446.63,446.7,446.27,1699969980000,664
200,47551.0,446.4621,446.61,446.31,446.61,446.3,1699970040000,304
201,40620.0,446.4243,446.4,446.38,446.46,446.35,1699970100000,184
202,59498.0,446.4176,446.42,446.51,446.56,446.39,1699970160000,280
203,17774.0,446.5789,446.55,446.55,446.63,446.51,1699970220000,156
204,36447.0,446.5552,446.59,446.4,446.61,446.39,1699970280000,188
205,14353.0,446.4652,446.41,446.47,446.5,446.4,1699970340000,104
206,23731.0,446.3823,446.47,446.33,446.47,446.21,1699970400000,198
207,35291.0,446.1463,446.3,446.03,446.3,446.02,1699970460000,316
208,9223.0,446.0662,446.01,446.14,446.17,446.01,1699970520000,94
209,4621.0,446.1132,446.17,446.13,446.17,446.03,1699970580000,82
210,4802.0,446.1428,446.06,446.24,446.24,446.04,1699970640000,91
211,45096.0,446.1343,446.23,446.11,446.24,446.09,1699970700000,217
212,8798.0,446.0875,446.1,446.03,446.13,446.03,1699970760000,118
213,20691.0,446.1025,446.1,446.13,446.22,446.03,1699970820000,161
214,5219.0,446.0853,446.11,446.1,446.14,446.04,1699970880000,73
215,4471.0,446.148,446.08,446.16,446.17,446.08,1699970940000,66
216,15272.0,446.1315,446.16,446.05,446.18,446.02,1699971000000,100
217,15814.0,446.1837,446.07,446.07,446.26,446.07,1699971060000,134
218,15388.0,446.0149,446.05,446.04,446.06,445.99,1699971120000,139
219,9268.0,445.9836,446.04,445.99,446.06,445.94,1699971180000,110
220,6244.0,445.9798,446.05,446.01,446.07,445.93,1699971240000,108
221,13340.0,445.9505,446.05,445.95,446.05,445.91,1699971300000,111
222,24223.0,446.1047,446.0,446.13,446.18,446.0,1699971360000,167
223,22059.0,446.1912,446.18,446.17,446.25,446.13,1699971420000,156
224,8716.0,446.1715,446.18,446.15,446.22,446.1,1699971480000,97
225,11812.0,446.2039,446.15,446.12,446.28,446.11,1699971540000,121
226,3673.0,446.1761,446.14,446.18,446.22,446.14,1699971600000,60
227,27478.0,446.2097,446.21,446.29,446.3,446.15,1699971660000,207
228,27890.0,446.2282,446.27,446.17,446.31,446.16,1699971720000,222
229,12045.0,446.2768,446.19,446.3,446.3,446.19,1699971780000,116
230,34085.0,446.4101,446.3,446.48,446.48,446.3,1699971840000,272
231,37352.0,446.2476,446.46,446.35,446.46,446.15,1699971900000,290
232,24220.0,446.3714,446.37,446.38,446.41,446.35,1699971960000,130
233,9437.0,446.4208,446.38,446.35,446.48,446.35,1699972020000,83
234,70634.0,446.3577,446.31,446.4,446.45,446.3,1699972080000,278
235,113459.0,446.3404,446.4,446.3,446.44,446.23,1699972140000,397
236,1402154.0,446.3839,446.32,446.44,446.75,446.19,1699972200000,9698
237,767479.0,446.5166,446.43,446.42,446.74,446.33,1699972260000,5853
238,847585.0,446.7453,446.44,446.6004,446.96,446.42,1699972320000,6949
239,812059.0,446.329,446.61,446.36,446.65,446.09,1699972380000,6615
240,663628.0,446.4603,446.36,446.66,446.71,446.23,1699972440000,6200
241,370540.0,446.7423,446.68,446.7,446.86,446.63,1699972500000,3296
242,503641.0,446.4577,446.7,446.4,446.79,446.22,1699972560000,4041
243,233201.0,446.5568,446.39,446.61,446.69,446.39,1699972620000,2323
244,218389.0,446.7178,446.61,446.78,446.85,446.55,1699972680000,2032
245,229650.0,446.8929,446.77,446.85,446.99,446.73,1699972740000,2119
246,199062.0,446.8341,446.85,446.87,446.9,446.77,1699972800000,2014
247,235911.0,446.8032,446.87,446.885,446.891,446.67,1699972860000,1980
248,619599.0,446.9286,446.88,447.02,447.05,446.85,1699972920000,3491
249,632121.0,447.1181,447.03,447.165,447.19,447.02,1699972980000,3484
250,278519.0,447.0819,447.165,447.2,447.2145,446.94,1699973040000,2344
251,225407.0,447.343,447.2,447.43,447.43,447.1702,1699973100000,2264
252,246732.0,447.3734,447.43,447.365,447.48,447.29,1699973160000,2020
253,237181.0,447.4502,447.36,447.48,447.505,447.36,1699973220000,2066
254,264862.0,447.5028,447.47,447.5483,447.57,447.42,1699973280000,1970
255,512780.0,447.4924,447.54,447.26,447.72,447.23,1699973340000,2889
256,306364.0,447.2815,447.26,447.43,447.497,447.19,1699973400000,2694
257,382947.0,447.4165,447.43,447.41,447.49,447.34,1699973460000,1793
258,452493.0,447.5333,447.405,447.69,447.71,447.39,1699973520000,3108
259,731493.0,447.5923,447.68,447.6591,447.79,447.34,1699973580000,6235
260,227005.0,447.6206,447.6501,447.6105,447.6812,447.565,1699973640000,2008
261,530173.0,447.6583,447.61,447.62,447.74,447.59,1699973700000,3718
262,171374.0,447.7407,447.63,447.79,447.83,447.62,1699973760000,1706
263,287659.0,447.7342,447.79,447.72,447.825,447.61,1699973820000,2445
264,377406.0,447.9618,447.73,448.01,448.045,447.73,1699973880000,3243
265,188661.0,447.9687,448.0,447.94,448.0201,447.9,1699973940000,1909
266,292461.0,448.0385,447.93,448.18,448.2,447.9,1699974000000,2561
267,360890.0,448.2566,448.195,448.28,448.36,448.14,1699974060000,3207
268,729501.0,445.5898,448.3,448.45,448.48,448.29,1699974120000,3929
269,256637.0,448.3854,448.45,448.36,448.48,448.32,1699974180000,1996
270,323041.0,448.4348,448.39,448.43,448.53,448.28,1699974240000,2768
271,379425.0,448.3781,448.445,448.38,448.47,448.33,1699974300000,2416
272,238291.0,448.3806,448.385,448.2985,448.43,448.29,1699974360000,1866
273,762049.0,445.4479,448.29,447.68,448.2999,447.64,1699974420000,4040
274,674627.0,447.7693,447.68,447.91,447.93,447.62,1699974480000,4850
275,197558.0,447.9657,447.9,447.96,448.0589,447.86,1699974540000,1789
276,307959.0,448.0701,447.97,448.13,448.19,447.94,1699974600000,2530
277,155578.0,448.0969,448.14,448.02,448.1743,448.02,1699974660000,1518
278,219851.0,448.1097,448.018,448.04,448.17,448.01,1699974720000,2178
279,394722.0,443.0942,448.04,448.06,448.07,447.875,1699974780000,1587
280,104067.0,448.1285,448.07,448.105,448.17,448.06,1699974840000,1148
281,771600.0,445.5636,448.12,448.1333,448.17,447.98,1699974900000,3415
282,231573.0,448.1679,448.13,448.15,448.22,448.0922,1699974960000,2237
283,183563.0,448.2303,448.17,448.31,448.36,448.1,1699975020000,1861
284,135121.0,448.3616,448.34,448.395,448.41,448.29,1699975080000,1491
285,183770.0,448.3303,448.39,448.24,448.42,448.2109,1699975140000,1619
286,214731.0,448.1483,448.24,448.11,448.27,448.02,1699975200000,2150
287,191325.0,448.1416,448.1,448.21,448.23,448.01,1699975260000,1877
288,280310.0,448.2846,448.21,448.34,448.35,448.18,1699975320000,2612
289,221202.0,448.406,448.34,448.55,448.55,448.2817,1699975380000,2052
290,696226.0,448.4864,448.56,448.4301,448.62,448.39,1699975440000,5146
291,160803.0,448.3877,448.45,448.39,448.46,448.31,1699975500000,1551
292,157119.0,448.4388,448.3923,448.56,448.57,448.39,1699975560000,1694
293,243832.0,448.657,448.57,448.755,448.8,448.51,1699975620000,2460
294,795793.0,446.1177,448.76,448.86,448.88,448.712,1699975680000,4273
295,195567.0,448.7697,448.87,448.87,448.88,448.66,1699975740000,1947
296,266939.0,448.803,448.855,448.87,448.88,448.7186,1699975800000,2596
297,269050.0,448.9251,448.88,448.91,448.96,448.86,1699975860000,2471
298,1162635.0,445.2073,448.91,448.9,448.99,448.85,1699975920000,4337
299,397119.0,443.4903,448.89,449.04,449.06,448.89,1699975980000,1708
300,351799.0,449.1047,449.04,449.1318,449.2073,448.99,1699976040000,2816
301,269039.0,449.0901,449.13,449.045,449.18,448.99,1699976100000,2379
302,267129.0,448.9918,449.06,448.9587,449.09,448.87,1699976160000,2466
303,147701.0,449.0295,448.9591,449.1,449.11,448.95,1699976220000,1422
304,179998.0,449.078,449.115,449.11,449.13,449.02,1699976280000,1711
305,197482.0,449.022,449.11,449.03,449.12,448.97,1699976340000,1912
306,341011.0,449.1418,449.04,449.13,449.19,449.035,1699976400000,2716
307,189001.0,449.0833,449.14,449.12,449.1699,449.015,1699976460000,1628
308,240132.0,449.0293,449.12,448.9705,449.1488,448.93,1699976520000,2261
309,363279.0,448.9086,448.98,448.96,449.01,448.81,1699976580000,2840
310,213228.0,449.021,448.96,449.11,449.12,448.955,1699976640000,1644
311,253886.0,449.2412,449.11,449.27,449.35,449.09,1699976700000,2469
312,151759.0,449.2571,449.2599,449.27,449.31,449.21,1699976760000,1498
313,204817.0,449.2812,449.27,449.3206,449.325,449.23,1699976820000,1535
314,233902.0,449.3046,449.32,449.1701,449.3812,449.17,1699976880000,1986
315,180873.0,449.1688,449.1719,449.1991,449.25,449.1,1699976940000,1552
316,198592.0,449.1527,449.2,449.14,449.22,449.09,1699977000000,1638
317,139097.0,449.0961,449.14,449.049,449.16,449.02,1699977060000,1447
318,171198.0,449.0581,449.05,449.025,449.11,449.0,1699977120000,1640
319,140609.0,449.0733,449.03,449.075,449.149,449.03,1699977180000,1334
320,107912.0,449.0772,449.08,449.15,449.17,448.97,1699977240000,1144
321,210899.0,449.133,449.15,449.105,449.19,449.06,1699977300000,1880
322,169982.0,449.0111,449.1,448.94,449.11,448.935,1699977360000,1542
323,188248.0,448.9015,448.94,448.84,449.01,448.8,1699977420000,1703
324,154244.0,448.8589,448.84,448.815,448.945,448.79,1699977480000,1499
325,169828.0,448.8967,448.8125,448.96,448.98,448.81,1699977540000,1451
326,245866.0,449.0749,448.98,449.1,449.17,448.95,1699977600000,1866
327,130933.0,449.0958,449.09,449.1,449.17,449.0323,1699977660000,1004
328,89071.0,449.1546,449.095,449.15,449.19,449.095,1699977720000,940
329,127124.0,449.1756,449.16,449.16,449.21,449.14,1699977780000,1204
330,83066.0,449.2028,449.15,449.2396,449.257,449.12,1699977840000,784
331,107842.0,449.17,449.23,449.205,449.23,449.1,1699977900000,1164
332,111169.0,449.1524,449.21,449.09,449.25,449.04,1699977960000,1069
333,118489.0,449.1421,449.1,449.18,449.2,449.098,1699978020000,1148
334,155067.0,449.1808,449.18,449.1399,449.215,449.12,1699978080000,1245
335,123461.0,449.2239,449.14,449.2,449.27,449.13,1699978140000,1179
336,200954.0,449.2527,449.2,449.34,449.35,449.15,1699978200000,1835
337,402075.0,449.3873,449.34,449.49,449.52,449.32,1699978260000,2314
338,198002.0,449.5326,449.49,449.58,449.59,449.43,1699978320000,1773
339,164656.0,449.6092,449.58,449.535,449.6597,449.53,1699978380000,1389
340,199772.0,449.6047,449.535,449.695,449.7,449.5,1699978440000,1546
341,322737.0,449.6159,449.69,449.63,449.69,449.59,1699978500000,2047
342,284984.0,449.6555,449.63,449.66,449.73,449.57,1699978560000,2013
343,179408.0,449.5929,449.67,449.55,449.73,449.51,1699978620000,1475
344,130815.0,449.5149,449.54,449.43,449.58,449.41,1699978680000,1332
345,296832.0,449.3339,449.43,449.25,449.46,449.225,1699978740000,2525
346,192417.0,449.2623,449.2504,449.3499,449.3499,449.22,1699978800000,1379
347,143123.0,449.2477,449.34,449.25,449.34,449.19,1699978860000,1224
348,161186.0,449.2056,449.26,449.2,449.2601,449.17,1699978920000,1209
349,144774.0,449.2102,449.199,449.21,449.25,449.18,1699978980000,1109
350,172173.0,449.2583,449.2,449.28,449.315,449.15,1699979040000,1404
351,98607.0,449.3282,449.28,449.375,449.38,449.27,1699979100000,985
352,133080.0,449.276,449.39,449.32,449.39,449.182,1699979160000,1292
353,81022.0,449.3034,449.32,449.2513,449.34,449.23,1699979220000,755
354,113091.0,449.3396,449.26,449.3913,449.395,449.25,1699979280000,997
355,151070.0,449.3323,449.4,449.46,449.48,449.38,1699979340000,846
356,96854.0,449.3728,449.46,449.36,449.465,449.31,1699979400000,936
357,110521.0,449.3739,449.35,449.355,449.45,449.31,1699979460000,1067
358,114363.0,449.31,449.36,449.3,449.385,449.235,1699979520000,1066
359,85289.0,449.2852,449.29,449.29,449.31,449.23,1699979580000,894
360,90150.0,449.3407,449.3,449.37,449.39,449.29,1699979640000,874
361,82842.0,449.3855,449.37,449.41,449.42,449.345,1699979700000,894
362,153715.0,449.3912,449.405,449.3479,449.44,449.32,1699979760000,1225
363,91723.0,449.3235,449.33,449.32,449.38,449.27,1699979820000,923
364,110139.0,449.2302,449.32,449.27,449.32,449.18,1699979880000,1058
365,107436.0,449.213,449.265,449.1774,449.28,449.16,1699979940000,1036
366,156060.0,449.2292,449.18,449.27,449.2804,449.14,1699980000000,1381
367,93822.0,449.2473,449.27,449.24,449.3,449.2,1699980060000,804
368,50899.0,449.2911,449.25,449.34,449.34,449.23,1699980120000,673
369,97285.0,449.2621,449.34,449.32,449.36,449.265,1699980180000,663
370,1124604.0,449.347,449.33,449.45,449.47,449.33,1699980240000,871
371,689666.0,449.4952,449.4501,449.52,449.56,449.42,1699980300000,2038
372,129913.0,449.5155,449.52,449.58,449.59,449.47,1699980360000,982
373,72096.0,449.4856,449.58,449.54,449.5803,449.43,1699980420000,784
374,92875.0,449.4275,449.54,449.45,449.55,449.4223,1699980480000,706
375,585375.0,445.3685,449.4406,449.1112,449.48,449.0,1699980540000,3052
376,248189.0,449.0308,449.12,448.97,449.14,448.9591,1699980600000,1862
377,176985.0,448.818,448.98,448.6817,448.98,448.67,1699980660000,1655
378,220173.0,448.861,448.69,448.91,448.98,448.6701,1699980720000,1821
379,118867.0,448.8942,448.91,448.88,448.96,448.84,1699980780000,832
380,126289.0,449.1133,448.88,448.885,448.96,448.865,1699980840000,726
381,75635.0,448.834,448.87,448.7803,448.885,448.775,1699980900000,860
382,135810.0,448.6897,448.79,448.55,448.8,448.55,1699980960000,1199
383,169261.0,448.4716,448.56,448.43,448.6,448.4,1699981020000,1423
384,137674.0,448.4527,448.44,448.475,448.49,448.4,1699981080000,1294
385,113227.0,448.4506,448.47,448.435,448.48,448.41,1699981140000,969
